date,year,host_country,stage,home_team,away_team,home_score,away_score,winning_team,losing_team
06-22-2006,2006,Germany,Group E,Ghana,USA,2,1,Ghana,USA
06-22-2006,2006,Germany,Group F,Japan,Brazil,1,4,Brazil,Japan
06-23-2006,2006,Germany,Group H,Saudi Arabia,Spain,0,1,Spain,Saudi Arabia
06-23-2006,2006,Germany,Group H,Switzerland,South Korea,2,0,Switzerland,South Korea
06-23-2006,2006,Germany,Group G,Togo,France,0,2,France,Togo
06-23-2006,2006,Germany,Group G,Ukraine,Tunisia,1,0,Ukraine,Tunisia
06-24-2006,2006,Germany,Round of 16,Argentina,Mexico,2,1,Argentina,Mexico
06-24-2006,2006,Germany,Round of 16,Germany,Sweden,2,0,Germany,Sweden
06-25-2006,2006,Germany,Round of 16,England,Ecuador,1,0,England,Ecuador
06-25-2006,2006,Germany,Round of 16,Portugal,Netherlands,1,0,Portugal,Netherlands
06-26-2006,2006,Germany,Round of 16,Italy,Australia,1,0,Italy,Australia
06-26-2006,2006,Germany,Round of 16,Switzerland,Ukraine,0,0,Ukraine,Switzerland
06-27-2006,2006,Germany,Round of 16,Brazil,Ghana,3,0,Brazil,Ghana
06-27-2006,2006,Germany,Round of 16,Spain,France,1,3,France,Spain
06-30-2006,2006,Germany,Quarterfinals,Germany,Argentina,1,1,Germany,Argentina
06-30-2006,2006,Germany,Quarterfinals,Italy,Ukraine,3,0,Italy,Ukraine
07-01-2006,2006,Germany,Quarterfinals,Brazil,France,0,1,France,Brazil
07-01-2006,2006,Germany,Quarterfinals,England,Portugal,0,0,Portagul,England
07-04-2006,2006,Germany,Semifinals,Germany,Italy,0,2,Italy,Germany
07-05-2006,2006,Germany,Semifinals,Portugal,France,0,1,France,Portugal
07-08-2006,2006,Germany,Third place,Germany,Portugal,3,1,Germany,Portugal
07-09-2006,2006,Germany,Final,Italy,France,1,1,Italy,France
06-11-2010,2010,South Africa,Group A,South Africa,Mexico,1,1,NR,NR
06-11-2010,2010,South Africa,Group A,Uruguay,France,0,0,NR,NR
06-12-2010,2010,South Africa,Group B,Argentina,Nigeria,1,0,Argentina,Nigeria
06-12-2010,2010,South Africa,Group C,England,USA,1,1,NR,NR
06-12-2010,2010,South Africa,Group B,South Korea,Greece,2,0,South Korea,Greece
06-13-2010,2010,South Africa,Group C,Algeria,Slovenia,0,1,Slovenia,Algeria
06-13-2010,2010,South Africa,Group D,Germany,Australia,4,0,Germany,Australia
06-13-2010,2010,South Africa,Group D,Serbia,Ghana,0,1,Ghana,Serbia
06-14-2010,2010,South Africa,Group F,Italy,Paraguay,1,1,NR,NR
06-14-2010,2010,South Africa,Group E,Japan,Cameroon,1,0,Japan,Cameroon
06-14-2010,2010,South Africa,Group E,Netherlands,Denmark,2,0,Netherlands,Denmark
06-15-2010,2010,South Africa,Group G,Brazil,North Korea,2,1,Brazil,North Korea
06-15-2010,2010,South Africa,Group G,Ivory Coast,Portugal,0,0,NR,NR
06-15-2010,2010,South Africa,Group F,New Zealand,Slovakia,1,1,NR,NR
06-16-2010,2010,South Africa,Group H,Honduras,Chile,0,1,Chile,Honduras
06-16-2010,2010,South Africa,Group A,South Africa,Uruguay,0,3,Uruguay,South Africa
06-16-2010,2010,South Africa,Group H,Spain,Switzerland,0,1,Switzerland,Spain
06-17-2010,2010,South Africa,Group B,Argentina,South Korea,4,1,Argentina,South Korea
06-17-2010,2010,South Africa,Group A,France,Mexico,0,2,Mexico,France
06-17-2010,2010,South Africa,Group B,Greece,Nigeria,2,1,Greece,Nigeria
06-18-2010,2010,South Africa,Group C,England,Algeria,0,0,NR,NR
06-18-2010,2010,South Africa,Group D,Germany,Serbia,0,1,Serbia,Germany
06-18-2010,2010,South Africa,Group C,Slovenia,USA,2,2,NR,NR
06-19-2010,2010,South Africa,Group E,Cameroon,Denmark,1,2,Denmark,Cameroon
06-19-2010,2010,South Africa,Group D,Ghana,Australia,1,1,NR,NR
06-19-2010,2010,South Africa,Group E,Netherlands,Japan,1,0,Netherlands,Japan
06-20-2010,2010,South Africa,Group G,Brazil,Ivory Coast,3,1,Brazil,Ivory Coast
06-20-2010,2010,South Africa,Group F,Italy,New Zealand,1,1,NR,NR
06-20-2010,2010,South Africa,Group F,Slovakia,Paraguay,0,2,Paraguay,Slovakia
06-21-2010,2010,South Africa,Group H,Chile,Switzerland,1,0,Chile,Switzerland
06-21-2010,2010,South Africa,Group G,Portugal,North Korea,7,0,Portugal,North Korea
06-21-2010,2010,South Africa,Group H,Spain,Honduras,2,0,Spain,Honduras
06-22-2010,2010,South Africa,Group B,Greece,Argentina,0,2,Argentina,Greece
06-22-2010,2010,South Africa,Group A,Mexico,Uruguay,0,1,Uruguay,Mexico
06-22-2010,2010,South Africa,Group B,Nigeria,South Korea,2,2,NR,NR
06-22-2010,2010,South Africa,Group A,South Africa,France,2,1,South Africa,France
06-23-2010,2010,South Africa,Group D,Australia,Serbia,2,1,Australia,Serbia
06-23-2010,2010,South Africa,Group D,Ghana,Germany,0,1,Germany,Ghana
06-23-2010,2010,South Africa,Group C,Slovenia,England,0,1,England,Slovenia
06-23-2010,2010,South Africa,Group C,USA,Algeria,1,0,USA,Algeria
06-24-2010,2010,South Africa,Group E,Cameroon,Netherlands,1,2,Netherlands,Cameroon
06-24-2010,2010,South Africa,Group E,Denmark,Japan,1,3,Japan,Denmark
06-24-2010,2010,South Africa,Group F,Paraguay,New Zealand,0,0,NR,NR
06-24-2010,2010,South Africa,Group F,Slovakia,Italy,3,2,Slovakia,Italy
06-25-2010,2010,South Africa,Group H,Chile,Spain,1,2,Spain,Chile
06-25-2010,2010,South Africa,Group G,North Korea,Ivory Coast,0,3,Ivory Coast,North Korea
06-25-2010,2010,South Africa,Group G,Portugal,Brazil,0,0,NR,NR
06-25-2010,2010,South Africa,Group H,Switzerland,Honduras,0,0,NR,NR
06-26-2010,2010,South Africa,Round of 16,Uruguay,South Korea,2,1,Uruguay,South Korea
06-26-2010,2010,South Africa,Round of 16,USA,Ghana,1,2,Ghana,USA
06-27-2010,2010,South Africa,Round of 16,Argentina,Mexico,3,1,Argentina,Mexico
06-27-2010,2010,South Africa,Round of 16,Germany,England,4,1,Germany,England
06-28-2010,2010,South Africa,Round of 16,Brazil,Chile,3,0,Brazil,Chile
06-28-2010,2010,South Africa,Round of 16,Netherlands,Slovakia,2,1,Netherlands,Slovakia
06-29-2010,2010,South Africa,Round of 16,Paraguay,Japan,0,0,Paraguay,Japan
06-29-2010,2010,South Africa,Round of 16,Spain,Portugal,1,0,Spain,Portugal
07-02-2010,2010,South Africa,Quarterfinals,Netherlands,Brazil,2,1,Netherlands,Brazil
07-02-2010,2010,South Africa,Quarterfinals,Uruguay,Ghana,1,1,Uruguay,Ghana
07-03-2010,2010,South Africa,Quarterfinals,Argentina,Germany,0,4,Germany,Argentina
07-03-2010,2010,South Africa,Quarterfinals,Paraguay,Spain,0,1,Spain,Paraguay
07-06-2010,2010,South Africa,Semifinals,Uruguay,Netherlands,2,3,Netherlands,Uruguay
07-07-2010,2010,South Africa,Semifinals,Germany,Spain,0,1,Spain,Germany
07-10-2010,2010,South Africa,Third place,Uruguay,Germany,2,3,Germany,Uruguay
07-11-2010,2010,South Africa,Final,Netherlands,Spain,0,1,Spain,Netherlands
06-12-2014,2014,Brazil,Group A,Brazil,Croatia,3,1,Brazil,Croatia
06-13-2014,2014,Brazil,Group B,Chile,Australia,3,1,Chile,Australia
06-13-2014,2014,Brazil,Group A,Mexico,Cameroon,1,0,Mexico,Cameroon
06-13-2014,2014,Brazil,Group B,Spain,Netherlands,1,5,Netherlands,Spain
06-14-2014,2014,Brazil,Group C,Colombia,Greece,3,0,Colombia,Greece
06-14-2014,2014,Brazil,Group D,England,Italy,1,2,Italy,England
06-14-2014,2014,Brazil,Group C,Ivory Coast,Japan,2,1,Ivory Coast,Japan
06-14-2014,2014,Brazil,Group D,Uruguay,Costa Rica,1,3,Costa Rica,Uruguay
06-15-2014,2014,Brazil,Group F,Argentina,Bosnia and Herzegovina,2,1,Argentina,Bosnia and Herzegovina
06-15-2014,2014,Brazil,Group E,France,Honduras,3,0,France,Honduras
06-15-2014,2014,Brazil,Group E,Switzerland,Ecuador,2,1,Switzerland,Ecuador
06-16-2014,2014,Brazil,Group G,Germany,Portugal,4,0,Germany,Portugal
06-16-2014,2014,Brazil,Group G,Ghana,USA,1,2,USA,Ghana
06-16-2014,2014,Brazil,Group F,Iran,Nigeria,0,0,NR,NR
06-17-2014,2014,Brazil,Group H,Belgium,Algeria,2,1,Belgium,Algeria
06-17-2014,2014,Brazil,Group A,Brazil,Mexico,0,0,NR,NR
06-17-2014,2014,Brazil,Group H,Russia,South Korea,1,1,NR,NR
06-18-2014,2014,Brazil,Group B,Australia,Netherlands,2,3,Netherlands,Australia
06-18-2014,2014,Brazil,Group A,Cameroon,Croatia,0,4,Croatia,Cameroon
06-18-2014,2014,Brazil,Group B,Spain,Chile,0,2,Chile,Spain
06-19-2014,2014,Brazil,Group C,Colombia,Ivory Coast,2,1,Colombia,Ivory Coast
06-19-2014,2014,Brazil,Group C,Japan,Greece,0,0,NR,NR
06-19-2014,2014,Brazil,Group D,Uruguay,England,2,1,Uruguay,England
06-20-2014,2014,Brazil,Group E,Honduras,Ecuador,1,2,Ecuador,Honduras
06-20-2014,2014,Brazil,Group D,Italy,Costa Rica,0,1,Costa Rica,Italy
06-20-2014,2014,Brazil,Group E,Switzerland,France,2,5,France,Switzerland
06-21-2014,2014,Brazil,Group F,Argentina,Iran,1,0,Argentina,Iran
06-21-2014,2014,Brazil,Group G,Germany,Ghana,2,2,NR,NR
06-21-2014,2014,Brazil,Group F,Nigeria,Bosnia and Herzegovina,1,0,Nigeria,Bosnia and Herzegovina
06-22-2014,2014,Brazil,Group H,Belgium,Russia,1,0,Belgium,Russia
06-22-2014,2014,Brazil,Group H,South Korea,Algeria,2,4,Algeria,South Korea
06-22-2014,2014,Brazil,Group G,USA,Portugal,2,2,NR,NR
06-23-2014,2014,Brazil,Group B,Australia,Spain,0,3,Spain,Australia
06-23-2014,2014,Brazil,Group A,Brazil,Cameroon,4,1,Brazil,Cameroon
06-23-2014,2014,Brazil,Group A,Croatia,Mexico,1,3,Mexico,Croatia
06-23-2014,2014,Brazil,Group B,Netherlands,Chile,2,0,Netherlands,Chile
06-24-2014,2014,Brazil,Group D,Costa Rica,England,0,0,NR,NR
06-24-2014,2014,Brazil,Group C,Greece,Ivory Coast,2,1,Greece,Ivory Coast
06-24-2014,2014,Brazil,Group D,Italy,Uruguay,0,1,Uruguay,Italy
06-24-2014,2014,Brazil,Group C,Japan,Colombia,1,4,Colombia,Japan
06-25-2014,2014,Brazil,Group F,Bosnia and Herzegovina,Iran,3,1,Bosnia and Herzegovina,Iran
06-25-2014,2014,Brazil,Group E,Ecuador,France,0,0,NR,NR
06-25-2014,2014,Brazil,Group E,Honduras,Switzerland,0,3,Switzerland,Honduras
06-25-2014,2014,Brazil,Group F,Nigeria,Argentina,2,3,Argentina,Nigeria
06-26-2014,2014,Brazil,Group H,Algeria,Russia,1,1,NR,NR
06-26-2014,2014,Brazil,Group H,South Korea,Belgium,0,1,Belgium,South Korea
06-26-2014,2014,Brazil,Group G,Portugal,Ghana,2,1,Portugal,Ghana
06-26-2014,2014,Brazil,Group G,USA,Germany,0,1,Germany,USA
06-28-2014,2014,Brazil,Round of 16,Brazil,Chile,1,1,Brazil,Chile
06-28-2014,2014,Brazil,Round of 16,Colombia,Uruguay,2,0,Colombia,Uruguay
06-29-2014,2014,Brazil,Round of 16,Costa Rica,Greece,1,1,Costa Rica,Greece
06-29-2014,2014,Brazil,Round of 16,Netherlands,Mexico,2,1,Netherlands,Mexico
06-30-2014,2014,Brazil,Round of 16,France,Nigeria,2,0,France,Nigeria
06-30-2014,2014,Brazil,Round of 16,Germany,Algeria,2,1,Germany,Algeria
07-01-2014,2014,Brazil,Round of 16,Argentina,Switzerland,1,0,Argentina,Switzerland
07-01-2014,2014,Brazil,Round of 16,Belgium,USA,2,1,Belgium,USA
07-04-2014,2014,Brazil,Quarterfinals,Brazil,Colombia,2,1,Brazil,Colombia
07-04-2014,2014,Brazil,Quarterfinals,France,Germany,0,1,Germany,France
07-05-2014,2014,Brazil,Quarterfinals,Argentina,Belgium,1,0,Argentina,Belgium
07-05-2014,2014,Brazil,Quarterfinals,Netherlands,Costa Rica,0,0,Netherlands,Costa Rica
07-08-2014,2014,Brazil,Semifinals,Brazil,Germany,1,7,Germany,Brazil
07-09-2014,2014,Brazil,Semifinals,Netherlands,Argentina,0,0,Argentina,Netherlands
07-12-2014,2014,Brazil,Third place,Brazil,Netherlands,0,3,Netherlands,Brazil
07-13-2014,2014,Brazil,Final,Germany,Argentina,1,0,Germany,Argentina
06-14-2018,2018,Russia,Group A,Russia,Saudi Arabia,5,0,Russia,Saudi Arabia
06-15-2018,2018,Russia,Group A,Egypt,Uruguay,0,1,Uruguay,Egypt
06-15-2018,2018,Russia,Group B,Morocco,Iran,0,1,Iran,Morocco
06-15-2018,2018,Russia,Group B,Portugal,Spain,3,3,NR,NR
06-16-2018,2018,Russia,Group C,France,Australia,2,1,France,Australia
06-16-2018,2018,Russia,Group D,Argentina,Iceland,1,1,NR,NR
06-16-2018,2018,Russia,Group C,Peru,Denmark,0,1,Denmark,Peru
06-16-2018,2018,Russia,Group D,Croatia,Nigeria,2,0,Croatia,Nigeria
06-17-2018,2018,Russia,Group E,Costa Rica,Serbia,0,1,Serbia,Costa Rica
06-17-2018,2018,Russia,Group F,Germany,Mexico,0,1,Mexico,Germany
06-17-2018,2018,Russia,Group E,Brazil,Switzerland,1,1,NR,NR
06-18-2018,2018,Russia,Group F,Sweden,South Korea,1,0,Sweden,South Korea
06-18-2018,2018,Russia,Group G,Belgium,Panama,3,0,Belgium,Panama
06-18-2018,2018,Russia,Group G,Tunisia,England,1,2,England,Tunisia
06-19-2018,2018,Russia,Group H,Colombia,Japan,1,2,Japan,Colombia
06-19-2018,2018,Russia,Group H,Poland,Senegal,1,2,Senegal,Poland
06-19-2018,2018,Russia,Group A,Russia,Egypt,3,1,Russia,Egypt
06-20-2018,2018,Russia,Group B,Portugal,Morocco,1,0,Portugal,Morocco
06-20-2018,2018,Russia,Group A,Uruguay,Saudi Arabia,1,0,Uruguay,Saudi Arabia
06-20-2018,2018,Russia,Group B,Iran,Spain,0,1,Spain,Iran
06-21-2018,2018,Russia,Group C,Denmark,Australia,1,1,NR,NR
06-21-2018,2018,Russia,Group C,France,Peru,1,0,France,Peru
06-21-2018,2018,Russia,Group D,Argentina,Croatia,0,3,Croatia,Argentina
06-22-2018,2018,Russia,Group E,Brazil,Costa Rica,2,0,Brazil,Costa Rica
06-22-2018,2018,Russia,Group D,Nigeria,Iceland,2,0,Nigeria,Iceland
06-22-2018,2018,Russia,Group E,Serbia,Switzerland,1,2,Switzerland,Serbia
06-23-2018,2018,Russia,Group G,Belgium,Tunisia,5,2,Belgium,Tunisia
06-23-2018,2018,Russia,Group F,South Korea,Mexico,1,2,Mexico,South Korea
06-23-2018,2018,Russia,Group F,Germany,Sweden,2,1,Germany,Sweden
06-24-2018,2018,Russia,Group G,England,Panama,6,1,England,Panama
06-24-2018,2018,Russia,Group H,Japan,Senegal,2,2,NR,NR
06-24-2018,2018,Russia,Group H,Poland,Colombia,0,3,Colombia,Poland
06-25-2018,2018,Russia,Group A,Russia,Uruguay,0,3,Uruguay,Russia
06-25-2018,2018,Russia,Group A,Saudi Arabia,Egypt,2,1,Saudi Arabia,Egypt
06-25-2018,2018,Russia,Group B,Spain,Morocco,2,2,NR,NR
06-25-2018,2018,Russia,Group B,Iran,Portugal,1,1,NR,NR
06-26-2018,2018,Russia,Group C,Australia,Peru,0,2,Peru,Australia
06-26-2018,2018,Russia,Group C,Denmark,France,0,0,NR,NR
06-26-2018,2018,Russia,Group D,Nigeria,Argentina,1,2,Argentina,Nigeria
06-26-2018,2018,Russia,Group D ,Iceland,Croatia,1,2,Croatia,Iceland
06-27-2018,2018,Russia,Group F,South Korea,Germany,2,0,South Korea,Germany
06-27-2018,2018,Russia,Group F,Mexico,Sweden,0,3,Sweden,Mexico
06-27-2018,2018,Russia,Group E,Serbia,Brazil,0,2,Brazil,Serbia
06-27-2018,2018,Russia,Group E,Switzerland,Costa Rica,2,2,NR,NR
06-28-2018,2018,Russia,Group H,Japan,Poland,0,1,Poland,Japan
06-28-2018,2018,Russia,Group H,Senegal,Colombia,0,1,Colombia,Senegal
06-28-2018,2018,Russia,Group G,Panama,Tunisia,1,2,Tunisia,Panama
06-28-2018,2018,Russia,Group G,England,Belgium,0,1,Belgium,England
06-30-2018,2018,Russia,Round of 16,France,Argentina,4,3,France,Argentina
06-30-2018,2018,Russia,Round of 16,Uruguay,Portugal,2,1,Uruguay,Portugal
07-01-2018,2018,Russia,Round of 16,Russia,Spain,1,1,Russia,Spain
07-01-2018,2018,Russia,Round of 16,Croatia,Denmark,1,1,Croatia,Denmark
07-02-2018,2018,Russia,Round of 16,Brazil,Mexico,2,0,Brazil,Mexico
07-02-2018,2018,Russia,Round of 16,Belgium,Japan,3,2,Belgium,Japan
07-03-2018,2018,Russia,Round of 16,Sweden,Switzerland,1,0,Sweden,Switzerland
07-03-2018,2018,Russia,Round of 16,Colombia,England,1,1,England,Columbia
07-06-2018,2018,Russia,Quarterfinals,Uruguay,France,0,2,France,Uruguay
07-06-2018,2018,Russia,Quarterfinals,Brazil,Belgium,1,2,Belgium,Brazil
07-07-2018,2018,Russia,Quarterfinals,Sweden,England,0,2,England,Sweden
07-07-2018,2018,Russia,Quarterfinals,Russia,Croatia,2,2,Croatia,Russia
07-10-2018,2018,Russia,Semifinals,France,Belgium,1,0,France,Belgium
07-11-2018,2018,Russia,Semifinals,Croatia,England,2,1,Croatia,England
07-14-2018,2018,Russia,Third place,Belgium,England,2,0,Belgium,England
07-15-2018,2018,Russia,Final,France,Croatia,4,2,France,Croatia
11-20-2022,2022,Qatar,Group A,Qatar,Ecuador,0,2,Ecuador,Qatar
11-21-2022,2022,Qatar,Group B,England,IR Iran,6,2,England,IR Iran
11-21-2022,2022,Qatar,Group A,Senegal,Netherlands,0,2,Netherlands,Senegal
11-21-2022,2022,Qatar,Group B,USA,Wales,1,1,NR,NR
11-22-2022,2022,Qatar,Group C,Argentina,Saudi Arabia,1,2,Saudi Arabia,Argentina
11-22-2022,2022,Qatar,Group D,Denmark,Tunisia,0,0,NR,NR
11-22-2022,2022,Qatar,Group C,Mexico,Poland,0,0,NR,NR
11-22-2022,2022,Qatar,Group D,France,Australia,4,1,France,Australia
11-23-2022,2022,Qatar,Group F,Morocco,Croatia,0,0,NR,NR
11-23-2022,2022,Qatar,Group E,Germany,Japan,1,2,Japan,Germany
11-23-2022,2022,Qatar,Group E,Spain,Costa Rica,7,0,Spain,Costa Rica
11-23-2022,2022,Qatar,Group F,Belgium,Canada,1,0,Belgium,Canada
11-24-2022,2022,Qatar,Group G,Switzerland,Cameroon,1,0,Switzerland,Cameroon
11-24-2022,2022,Qatar,Group H,Uruguay,South Korea,0,0,NR,NR
11-24-2022,2022,Qatar,Group H,Portugal,Ghana,3,2,Portugal,Ghana
11-24-2022,2022,Qatar,Group G,Brazil,Serbia,2,0,Brazil,Serbia
11-25-2022,2022,Qatar,Group B,Wales,IR Iran,0,2,IR Iran,Wales
11-25-2022,2022,Qatar,Group A,Qatar,Senegal,1,3,Senegal,Qatar
11-25-2022,2022,Qatar,Group A,Netherlands,Ecuador,1,1,NR,NR
11-25-2022,2022,Qatar,Group B,England,USA,0,0,NR,NR
11-26-2022,2022,Qatar,Group D,Tunisia,Australia,0,1,Australia,Tunisia
11-26-2022,2022,Qatar,Group C,Poland,Saudi Arabia,2,0,Poland,Saudi Arabia
11-26-2022,2022,Qatar,Group D,France,Denmark,2,1,France,Denmark
11-26-2022,2022,Qatar,Group C,Argentina,Mexico,2,0,Argentina,Mexico
11-27-2022,2022,Qatar,Group E,Japan,Costa Rica,0,1,Costa Rica,Japan
11-27-2022,2022,Qatar,Group F,Belgium,Morocco,0,2,Morocco,Belgium
11-27-2022,2022,Qatar,Group F,Croatia,Canada,4,1,Croatia,Canada
11-27-2022,2022,Qatar,Group E,Spain,Germany,1,1,NR,NR
11-28-2022,2022,Qatar,Group G,Cameroon,Serbia,3,3,NR,NR
11-28-2022,2022,Qatar,Group H,South Korea,Ghana,2,3,Ghana,South Korea
11-28-2022,2022,Qatar,Group G,Brazil,Switzerland,1,0,Brazil,Switzerland
11-28-2022,2022,Qatar,Group H,Portugal,Uruguay,2,0,Portugal,Uruguay
11-29-2022,2022,Qatar,Group A,Ecuador,Senegal,1,2,Senegal,Ecuador
11-29-2022,2022,Qatar,Group A,Netherlands,Qatar,2,0,Netherlands,Qatar
11-29-2022,2022,Qatar,Group B,IR Iran,USA,0,1,USA,IR Iran
11-29-2022,2022,Qatar,Group B,Wales,England,0,3,England,Wales
11-30-2022,2022,Qatar,Group D,Australia,Denmark,1,0,Australia,Denmark
11-30-2022,2022,Qatar,Group D,Tunisia,France,1,0,Tunisia,France
11-30-2022,2022,Qatar,Group C,Saudi Arabia,Mexico,1,2,Mexico,Saudi Arabia
11-30-2022,2022,Qatar,Group C,Poland,Argentina,0,2,Argentina,Poland
12-01-2022,2022,Qatar,Group F,Canada,Morocco,1,2,Morocco,Canada
12-01-2022,2022,Qatar,Group F,Croatia,Belgium,0,0,NR,NR
12-01-2022,2022,Qatar,Group E,Costa Rica,Germany,2,4,Germany,Costa Rica
12-01-2022,2022,Qatar,Group E,Japan,Spain,2,1,Japan,Spain
12-02-2022,2022,Qatar,Group H,South Korea,Portugal,2,1,South Korea,Portugal
12-02-2022,2022,Qatar,Group H,Ghana,Uruguay,0,2,Uruguay,Ghana
12-02-2022,2022,Qatar,Group G,Cameroon,Brazil,1,0,Cameroon,Brazil
12-02-2022,2022,Qatar,Group G,Serbia,Switzerland,2,3,Switzerland,Serbia
12-03-2022,2022,Qatar,Round of 16,Netherlands,USA,3,1,Netherlands,USA
12-03-2022,2022,Qatar,Round of 16,Argentina,Australia,2,1,Argentina,Australia
12-04-2022,2022,Qatar,Round of 16,France,Poland,3,1,France,Poland
12-04-2022,2022,Qatar,Round of 16,England,Senegal,3,0,England,Senegal
12-05-2022,2022,Qatar,Round of 16,Japan,Croatia,1,1,Croatia,Japan
12-05-2022,2022,Qatar,Round of 16,Brazil,South Korea,4,1,Brazil,South Korea
12-06-2022,2022,Qatar,Round of 16,Morocco,Spain,0,0,Morocco,Spain
12-06-2022,2022,Qatar,Round of 16,Portugal,Switzerland,6,1,Portugal,Switzerland
12-09-2022,2022,Qatar,Quarter-final,Croatia,Brazil,1,1,Croatia,Brazil
12-09-2022,2022,Qatar,Quarter-final,Netherlands,Argentina,2,2,Argentina,Netherlands
12-10-2022,2022,Qatar,Quarter-final,Morocco,Portugal,1,0,Morocco,Portugal
12-10-2022,2022,Qatar,Quarter-final,England,France,1,2,France,England
12-13-2022,2022,Qatar,Semi-final,Argentina,Croatia,3,0,Argentina,Croatia
12-14-2022,2022,Qatar,Semi-final,France,Morocco,2,0,France,Morocco
12-17-2022,2022,Qatar,Play-off for third place,Croatia,Morocco,2,1,Croatia,Morocco
12-18-2022,2022,Qatar,Final,Argentina,France,3,3,Argentina,France
